"","sample_size_n","number_covariates_J","coefficient_k","nonnormal_covariates_1","coefficient_yonly","meth","DS","bias","ese","rmse","pr.NAs","ase","typeI","max_sb.av","max_sb.max","confounders","total","total.lo","total.up"
"145",400,40,0.5,1,1,"none",FALSE,1.18495496616171,1.15086935811506,1.65145210375597,0,1.08808504089164,0.241,NA,NA,NA,NA,NA,NA
"146",400,40,0.5,1,1,"pred.treat",FALSE,-0.233967105236588,9.27339841011366,9.27171304349734,0,1.7340459980858,0.06,0.174542904313388,9.15694912335856,1,0.1,0.1,0.1
"147",400,40,0.5,1,1,"regsem",FALSE,1.156934087276,1.1750345386838,1.64858179755628,0,1.08958145944383,0.243,0.0202385952041143,0.243489217756645,0.004,0.005625,0,0
"148",400,40,0.5,1,1,"stability_mle",TRUE,0.00716969054261626,1.87446940448166,1.87354565390117,0,1.51256817350807,0.072,0.227836523402299,2.71828422785488,0.998,0.490025,0.275,0.675
"149",400,40,0.5,1,1,"target",FALSE,-0.0993879004063564,3.82943900821071,3.8288139768387,0,1.40323734534088,0.056,0.139542097360931,8.72957853566641,NA,NA,NA,NA
"150",400,40,0.5,1,1,"unwanted.only",FALSE,1.27764602265698,1.19799353735974,1.75103760275197,0,1.12826823249134,0.263,0.0496247418439245,0.833293664727705,NA,NA,NA,NA
"151",400,40,0.5,1,1.5,"glmnet",FALSE,0.801253028296603,1.80963848660616,1.97826264083122,0,1.51057785510645,0.129,0.0801824059254691,3.14163650566375,0.156,0.151725,0.025,0.25
"152",400,40,0.5,1,1.5,"ipw.CBPS",FALSE,0.534126090544609,1.79754588724991,1.87436141823096,0,1.74631036852134,0.064,0.222823188480312,0.346217711924817,NA,NA,NA,NA
"153",400,40,0.5,1,1.5,"ipw.GBM",FALSE,0.878265959874495,1.5558640437261,1.78595725198322,0,1.51503917273455,0.097,0.423639,0.564,NA,NA,NA,NA
"154",400,40,0.5,1,1.5,"lslx",FALSE,1.13018453964459,1.57279890069377,1.93611460902839,0,1.46474717901053,0.144,0.0438844706334692,1.21718365823008,0.041,0.0385,0,0.05
"155",400,40,0.5,1,1.5,"none",FALSE,1.33075540119541,1.48416363993379,1.99284944393754,0,1.45596816918174,0.173,NA,NA,NA,NA,NA,NA
"156",400,40,0.5,1,1.5,"pred.treat",FALSE,0.0874469360484806,2.12155883368051,2.12230012946033,0,1.93078989907857,0.063,0.160667205633622,3.61713111501186,1,0.1,0.1,0.1
"157",400,40,0.5,1,1.5,"regsem",FALSE,1.31785614127064,1.48648289077886,1.98599258867661,0,1.4561040663381,0.168,0.0167159682195412,0.223487015204552,0.001,0.0063,0,0
"158",400,40,0.5,1,1.5,"stability_mle",TRUE,0.128289192285059,2.30232611864326,2.30474791851246,0,2.00302961518204,0.067,0.216791285295461,3.8383981616389,0.997,0.47745,0.275,0.65
"159",400,40,0.5,1,1.5,"target",FALSE,0.11196528045072,1.86312054852837,1.86555171040545,0,1.72621544289396,0.073,0.127649967763592,1.67399647271823,NA,NA,NA,NA
"160",400,40,0.5,1,1.5,"unwanted.only",FALSE,1.40603018773053,1.58286634094178,2.11657300281438,0,1.51430217091648,0.172,0.0535535527611151,1.95327124532477,NA,NA,NA,NA
"161",400,40,1,0,1,"glmnet",FALSE,0.155228221762149,0.963188651316854,0.975141244373857,0,0.781464705954944,0.116,0.109692450108915,1.05231500727782,0.798,0.284225,0.175,0.375
"162",400,40,1,0,1,"ipw.CBPS",FALSE,0.395825102830912,0.870670225507568,0.956026195757688,0,0.879261156664256,0.073,0.259014418436155,0.411198725282522,NA,NA,NA,NA
"163",400,40,1,0,1,"ipw.GBM",FALSE,0.873243949077549,0.692931233152216,1.11455306503752,0,0.694516751185368,0.248,0.481514,0.625,NA,NA,NA,NA
"164",400,40,1,0,1,"lslx",FALSE,0.237590890462595,0.943400731096339,0.972401339840954,0,0.733522928845811,0.139,0.0799110148510942,0.527490545634122,0.674,0.187225,0.1,0.25
"165",400,40,1,0,1,"none",FALSE,1.22797866410789,0.670186394107172,1.39879671594829,0,0.663642824708448,0.456,NA,NA,NA,NA,NA,NA
"166",400,40,1,0,1,"pred.treat",FALSE,-0.0552272700022495,1.4183938749221,1.41875980863006,0,1.1404606969557,0.065,0.207070947021272,1.47960869660127,1,0.1,0.1,0.1
"167",400,40,1,0,1,"regsem",FALSE,0.921929022416334,0.889935624207634,1.28107242269597,0,0.673059255485644,0.353,0.0395769773039615,0.293091742386731,0.139,0.034225,0,0.05
"168",400,40,1,0,1,"stability_mle",TRUE,-0.0591588294171596,1.47370320755981,1.47415369277633,0,1.16941417371017,0.081,0.288312660630824,1.5775714436961,0.994,0.46025,0.275,0.625
"169",400,40,1,0,1,"target",FALSE,0.00693077133780678,0.757416438471557,0.757069360889086,0,0.739882556251703,0.052,0.0687153241477011,0.384349624685498,NA,NA,NA,NA
"170",400,40,1,0,1,"unwanted.only",FALSE,1.51099425302441,0.7981081717688,1.70863785216853,0,0.76687946301145,0.52,0.0598447783083481,0.407588006800754,NA,NA,NA,NA
"171",400,40,1,0,1.5,"glmnet",FALSE,0.334840099259037,1.15808080020897,1.20495970087993,0,0.953096699158038,0.122,0.0955560499424779,1.56354521848692,0.575,0.25955,0.15,0.35
"172",400,40,1,0,1.5,"ipw.CBPS",FALSE,0.486354735047034,1.07573902575715,1.18008396539741,0,1.11664014758679,0.061,0.259953035873524,0.504154602120611,NA,NA,NA,NA
"173",400,40,1,0,1.5,"ipw.GBM",FALSE,0.919160150193642,0.865872420618021,1.26247403753191,0,0.881131408002011,0.186,0.480987,0.649,NA,NA,NA,NA
"174",400,40,1,0,1.5,"lslx",FALSE,0.445237206779915,1.10061622169792,1.18675224107576,0,0.894052407236011,0.148,0.0620829547584652,0.596351542704378,0.418,0.161025,0.1,0.225
"175",400,40,1,0,1.5,"none",FALSE,1.25001820679041,0.831491566364261,1.50107706798068,0,0.843826069341305,0.321,NA,NA,NA,NA,NA,NA
"176",400,40,1,0,1.5,"pred.treat",FALSE,0.064533357072865,2.10716053192733,2.10709514165356,0,1.47268026776168,0.054,0.213216434659211,2.38608304915501,1,0.1,0.1,0.1
"177",400,40,1,0,1.5,"regsem",FALSE,1.02206551408423,0.951204011607693,1.39588760210382,0,0.84334401572885,0.275,0.0252159539163706,0.31952649199792,0.063,0.042325,0,0.075
"178",400,40,1,0,1.5,"stability_mle",TRUE,0.0194807375497075,2.79661454476429,2.79528377060553,0,1.51706771675847,0.064,0.302795830810482,2.29618828447674,0.988,0.4732,0.275,0.65
"179",400,40,1,0,1.5,"target",FALSE,0.0353678492899837,0.947411906911207,0.947598341492413,0,0.938395592270805,0.052,0.0706943682222515,0.425374062250885,NA,NA,NA,NA
"180",400,40,1,0,1.5,"unwanted.only",FALSE,1.5722688004352,0.970943601328549,1.8476520035726,0,0.978967402763718,0.375,0.0616139035657779,0.943690643378699,NA,NA,NA,NA
"181",400,40,1,1,1,"glmnet",FALSE,0.495252693783707,1.33912362353855,1.42714191927079,0,1.16769350419357,0.112,0.0979149527956847,0.994699762625223,0.297,0.158825,0,0.275
"182",400,40,1,1,1,"ipw.CBPS",FALSE,0.353621303049413,1.33765242346356,1.38295795957878,0,1.40815996236425,0.039,0.235983635125346,0.780428094281985,NA,NA,NA,NA
"183",400,40,1,1,1,"ipw.GBM",FALSE,0.782501040163872,1.08420048801976,1.33664620800779,0,1.15123842655875,0.083,0.450594,0.616,NA,NA,NA,NA
"184",400,40,1,1,1,"lslx",FALSE,0.729470718750269,1.20229972358313,1.4057761664706,0,1.12181193446723,0.123,0.0683426641488687,0.564966750567829,0.155,0.06085,0,0.1
"185",400,40,1,1,1,"none",FALSE,1.1139882890664,1.05598069686888,1.53458464905153,0,1.10205964685397,0.173,NA,NA,NA,NA,NA,NA
"186",400,40,1,1,1,"pred.treat",FALSE,-0.0544266986121631,3.43958655790213,3.43829713653918,0,1.83698235512577,0.047,0.22246101124473,6.05040334726312,1,0.1,0.1,0.1
"187",400,40,1,1,1,"regsem",FALSE,1.07279939786708,1.06918412622225,1.51423581027984,0,1.10310936764264,0.161,0.0269873115875792,0.255372350783406,0.007,0.006725,0,0
"188",400,40,1,1,1,"stability_mle",TRUE,-0.0146326543461166,3.02165219133183,3.02017643491043,0,1.89512099251287,0.056,0.301927367644048,5.18759017090631,0.988,0.4614,0.25,0.63125
"189",400,40,1,1,1,"target",FALSE,0.0276416483579057,1.83538087312714,1.83467119321568,0,1.28368880574911,0.043,0.117942572484739,5.3579988426481,NA,NA,NA,NA
"190",400,40,1,1,1,"unwanted.only",FALSE,1.37124319897694,1.38843288177898,1.95092953026971,0,1.28769811552251,0.218,0.11095509494281,1.89384117427634,NA,NA,NA,NA
"191",400,40,1,1,1.5,"glmnet",FALSE,0.548963099046079,1.84444330106709,1.92352010747865,0,1.51045402754567,0.118,0.0853255766783784,1.60446124572284,0.202,0.1537,0.025,0.25
"192",400,40,1,1,1.5,"ipw.CBPS",FALSE,0.354334229768293,1.92573159141567,1.95711176645577,0,1.8389561208215,0.058,0.236764034936124,3.62995881978833,NA,NA,NA,NA
"193",400,40,1,1,1.5,"ipw.GBM",FALSE,0.784260234295952,1.56958423683354,1.7539085486244,0,1.49831149559691,0.098,0.449133,0.602,NA,NA,NA,NA
"194",400,40,1,1,1.5,"lslx",FALSE,0.864437888124304,1.62567732129254,1.84049905966744,0,1.45096812887844,0.124,0.0417527171927895,1.00918620194626,0.053,0.04545,0,0.075
"195",400,40,1,1,1.5,"none",FALSE,1.08176415440407,1.49890049878392,1.84788248768773,0,1.43293350631299,0.14,NA,NA,NA,NA,NA,NA
"196",400,40,1,1,1.5,"pred.treat",FALSE,-0.0847565236321642,3.03324435370081,3.03291186918558,0,2.22244201429889,0.058,0.208832293361405,3.53347708064016,1,0.1,0.1,0.1
"197",400,40,1,1,1.5,"regsem",FALSE,1.07848947662328,1.50711722587966,1.85263878870054,0,1.43311426776091,0.14,0.0169126664441065,0.187607052346266,0.003,0.0065,0,0
"198",400,40,1,1,1.5,"stability_mle",TRUE,-0.0581736919931934,3.18006085930172,3.17900274618222,0,2.34520834282627,0.071,0.286952935415114,3.12746454459488,0.982,0.463475,0.275,0.65
"199",400,40,1,1,1.5,"target",FALSE,-0.0482863034489209,1.74460581295018,1.74440171985634,0,1.61988547667684,0.055,0.105977103684374,1.10824116814884,NA,NA,NA,NA
"200",400,40,1,1,1.5,"unwanted.only",FALSE,1.38937130697142,1.77012711810325,2.24957091305559,0,1.64062786835397,0.163,0.106634991506663,2.86057111354487,NA,NA,NA,NA
"201",400,40,1.5,0,1,"glmnet",FALSE,0.157847781643987,1.25890387436477,1.268136446955,0,0.816409091180318,0.121,0.113306384557057,1.94228589515676,0.817,0.28785,0.2,0.375
"202",400,40,1.5,0,1,"ipw.CBPS",FALSE,0.397264433409312,1.00958331076436,1.08446218604642,0,0.968206483787749,0.076,0.32111197812999,0.509686914349444,NA,NA,NA,NA
"203",400,40,1.5,0,1,"ipw.GBM",FALSE,0.871660689257651,0.701681983567905,1.11877504693966,0,0.702340963114072,0.248,0.57116,0.714,NA,NA,NA,NA
"204",400,40,1.5,0,1,"lslx",FALSE,0.202156124822452,0.946830399015295,0.967707815147834,0,0.738695935690063,0.136,0.0745943362264305,1.12025769153902,0.717,0.1865,0.1,0.25
"205",400,40,1.5,0,1,"none",FALSE,1.04835378858952,0.668850987907484,1.24336637739276,0,0.668090053193796,0.347,NA,NA,NA,NA,NA,NA
"206",400,40,1.5,0,1,"pred.treat",FALSE,0.0131944787489269,2.15512747137771,2.15409004866056,0,1.38925388124107,0.066,0.301609811169724,2.1562180263316,1,0.1,0.1,0.1
"207",400,40,1.5,0,1,"regsem",FALSE,0.74308209005845,0.829549111008126,1.11338877684861,0,0.671584793183682,0.26,0.0316369718661652,0.255495841118627,0.174,0.0414,0,0.075
"208",400,40,1.5,0,1,"stability_mle",TRUE,0.0386876426541889,2.15590122088966,2.15517027119749,0,1.43143415750546,0.092,0.418211102265666,2.19681948857105,0.99,0.4744,0.25,0.65
"209",400,40,1.5,0,1,"target",FALSE,0.00667994593251605,0.721565990519886,0.721236052117426,0,0.706606842265531,0.057,0.0463533299146734,0.199065617972061,NA,NA,NA,NA
"210",400,40,1.5,0,1,"unwanted.only",FALSE,1.56692511645802,0.983079651126216,1.84952249930758,0,0.917236862035048,0.44,0.132442424939578,1.15749439118857,NA,NA,NA,NA
"211",400,40,1.5,0,1.5,"glmnet",FALSE,0.212241198958523,1.1672228814075,1.18578799629685,0,0.941271793917784,0.096,0.0888343194613865,0.891075631383977,0.632,0.2684,0.175,0.35
"212",400,40,1.5,0,1.5,"ipw.CBPS",FALSE,0.33860486716244,1.2408544784313,1.2856256736984,0,1.23529923761491,0.052,0.321385158757931,0.579314330946678,NA,NA,NA,NA
"213",400,40,1.5,0,1.5,"ipw.GBM",FALSE,0.86784635384584,0.875339188326448,1.23231885882222,0,0.892394119027581,0.161,0.570286,0.74,NA,NA,NA,NA
"214",400,40,1.5,0,1.5,"lslx",FALSE,0.338146136865536,1.05748253860104,1.1097269303769,0,0.878834815250194,0.114,0.0508948029114742,0.75046327031878,0.445,0.160625,0.1,0.225
"215",400,40,1.5,0,1.5,"none",FALSE,1.03946297165449,0.8332349051414,1.33194196426857,0,0.850149750510331,0.237,NA,NA,NA,NA,NA,NA
"216",400,40,1.5,0,1.5,"pred.treat",FALSE,-0.0167256630246293,3.97005764906501,3.96810737341699,0,1.92327789337281,0.068,0.317036433447644,2.11090630585678,1,0.1,0.1,0.1
"217",400,40,1.5,0,1.5,"regsem",FALSE,0.809373578556143,0.947944958935265,1.24610859686882,0,0.848186985981327,0.192,0.0249411124274305,1.15190804558948,0.085,0.044175,0,0.075
"218",400,40,1.5,0,1.5,"stability_mle",TRUE,-0.0612179472959566,2.55323758317419,2.55269480570008,0,1.82651034647884,0.076,0.409577277759909,2.19756778600249,0.98,0.45165,0.25,0.625
"219",400,40,1.5,0,1.5,"target",FALSE,-0.00488441678915088,0.889230471008925,0.888799165879195,0,0.892158986662355,0.057,0.0472097150338497,0.301623229731978,NA,NA,NA,NA
"220",400,40,1.5,0,1.5,"unwanted.only",FALSE,1.54553843506539,1.34029110197066,2.04530509021224,0,1.17947424359039,0.313,0.134149926951758,1.42583414714527,NA,NA,NA,NA
"221",400,40,1.5,1,1,"glmnet",FALSE,0.392117151513139,1.40223154046679,1.45534292836884,0,1.15924575718743,0.107070707070707,0.0942839660236656,1.52280279798517,0.297979797979798,0.157424242424242,0.025,0.25
"222",400,40,1.5,1,1,"ipw.CBPS",FALSE,0.275846289573066,1.62043608767473,1.64294003336421,0,1.51505493466074,0.0525252525252525,0.299067119913871,5.48100823371403,NA,NA,NA,NA
"223",400,40,1.5,1,1,"ipw.GBM",FALSE,0.742052742777995,1.18937295605759,1.40136412279854,0,1.14205839182249,0.11010101010101,0.543228282828283,0.707,NA,NA,NA,NA
"224",400,40,1.5,1,1,"lslx",FALSE,0.583425887681299,1.2593220148036,1.38732685130011,0,1.1001212215489,0.12020202020202,0.0604901267487845,1.08827750987563,0.148484848484848,0.0641919191919192,0,0.1
"225",400,40,1.5,1,1,"none",FALSE,0.931627345099143,1.1356585092931,1.46845054807416,0,1.08029841816963,0.163636363636364,NA,NA,NA,NA,NA,NA
"226",400,40,1.5,1,1,"pred.treat",FALSE,-0.15718364846858,2.32889741768617,2.33302193148338,0,1.88366516503084,0.0747474747474747,0.263749617465925,3.18793517328962,1,0.1,0.1,0.1
"227",400,40,1.5,1,1,"regsem",FALSE,0.895500677679796,1.14257924392745,1.45123744380768,0,1.08145639422375,0.154545454545455,0.0250180864183253,0.30179725368615,0.00303030303030303,0.00578282828282828,0,0
"228",400,40,1.5,1,1,"stability_mle",TRUE,-0.182298911725619,2.94849466313474,2.95263818247691,0,2.08858112154747,0.0808080808080808,0.383725825397258,5.30440204941632,0.983838383838384,0.463914141414141,0.275,0.625
"229",400,40,1.5,1,1,"target",FALSE,-0.0736645118966214,1.21897606296052,1.220585183682,0,1.17077906372273,0.0616161616161616,0.08713139866513,2.16586851956718,NA,NA,NA,NA
"230",400,40,1.5,1,1,"unwanted.only",FALSE,1.36681248008345,1.5557709264625,2.07030303565524,0,1.39763263264269,0.226262626262626,0.149679231585251,1.41064047360091,NA,NA,NA,NA
"231",400,40,1.5,1,1.5,"glmnet",FALSE,0.593393854536985,1.7611690350536,1.8575795224113,0,1.51372903912686,0.0916666666666667,0.0814555175761139,1.82915120863121,0.184375,0.152682291666667,0.025,0.25
"232",400,40,1.5,1,1.5,"ipw.CBPS",FALSE,0.289753036614817,2.05006180136362,2.06937970018162,0,2.03470446840232,0.05,0.298427595334957,7.69978592387235,NA,NA,NA,NA
"233",400,40,1.5,1,1.5,"ipw.GBM",FALSE,0.816217617678828,1.4797905226419,1.6892928015848,0,1.53012277961101,0.075,0.540886458333333,0.684,NA,NA,NA,NA
"234",400,40,1.5,1,1.5,"lslx",FALSE,0.844251628115679,1.53749145563383,1.75333351440844,0,1.46255174647868,0.1,0.0374355803754451,0.752480419768675,0.05625,0.04234375,0,0.05
"235",400,40,1.5,1,1.5,"none",FALSE,1.05049762738763,1.42741486294661,1.77170427739338,0,1.44946260432329,0.107291666666667,NA,NA,NA,NA,NA,NA
"236",400,40,1.5,1,1.5,"pred.treat",FALSE,0.0419746000905637,3.59734885285246,3.59571974887558,0,2.65659377597516,0.05625,0.26059911268349,4.12839629780183,1,0.1,0.1,0.1
"237",400,40,1.5,1,1.5,"regsem",FALSE,1.03480753974132,1.43328631503781,1.76720015823997,0,1.4491317498379,0.103125,0.0168353601676722,0.26034532216098,0.003125,0.006171875,0,0
"238",400,40,1.5,1,1.5,"stability_mle",TRUE,0.158897375369714,5.40117957075773,5.40070373746326,0,2.835492946097,0.071875,0.351157982273125,3.15862621659675,0.982291666666667,0.46296875,0.25,0.65
"239",400,40,1.5,1,1.5,"target",FALSE,0.0524544940946935,1.5816461572993,1.58169219595971,0,1.57124449272951,0.05,0.0888705688851023,0.808458957442436,NA,NA,NA,NA
"240",400,40,1.5,1,1.5,"unwanted.only",FALSE,1.50292505661053,2.06212386321161,2.55082516389034,0,1.92678189740295,0.1375,0.156052854766366,1.79891048157947,NA,NA,NA,NA
