"","sample_size_n","number_covariates_J","coefficient_k","binary_covariates_1","number_unwanted_inS3","collider_bias_1","binary_treatment_1","meth","DS","bias","ese","rmse","pr.NAs","ase","typeI","confounders","total","total.lo","total.up"
"163",400,20,1.6,0,4,0,0,"stability",TRUE,-0.0468001912024953,2.26691671668047,2.26626625683338,0,2.06620894724865,0.101,0.91,0.71945,0.55,0.95
"164",400,20,1.6,0,4,0,0,"target",FALSE,-0.00406199560076172,0.363445865404457,0.363286806794268,0,0.34699353619456,0.053,NA,NA,NA,NA
"165",400,20,1.6,0,4,0,0,"unwanted.only",FALSE,3.10602969594288,0.784212878427437,3.20340370870294,0,0.770485614753539,0.976,NA,NA,NA,NA
"166",400,20,1.6,0,4,1,0,"SignifReg",FALSE,0.893106508596834,0.816509853760056,1.20981853541926,0,0.40597092767939,0.661,0.077,0.1187,0.1,0.15
"167",400,20,1.6,0,4,1,0,"SignifReg.DS",TRUE,-0.598041143719339,0.90415337222676,1.08366463297906,0,0.901431976733116,0.103,1,0.3238,0.3,0.35
"168",400,20,1.6,0,4,1,0,"glmnet",FALSE,0.571855734693647,1.12406790208597,1.26066811697348,0,0.459996190234078,0.679,0.179,0.3577,0.15,0.55
"169",400,20,1.6,0,4,1,0,"glmnet.DS",TRUE,-0.636931678777974,0.907677614741351,1.10848398142741,0,0.904200437077755,0.114,1,0.71385,0.6,0.85
"170",400,20,1.6,0,4,1,0,"lslx",FALSE,1.08982732044607,0.571978709945122,1.23067301643309,0,0.364203979270415,0.813,0.011,0.1688,0.1,0.25
"171",400,20,1.6,0,4,1,0,"lslx.DS",TRUE,-0.632013063210386,0.908111611973794,1.10602104192028,0,0.919172168037877,0.109,1,0.535,0.35,0.65
"172",400,20,1.6,0,4,1,0,"none",FALSE,1.25963543940774,0.368087361506514,1.31226302912452,0,0.352360081559043,0.941,NA,NA,NA,NA
"173",400,20,1.6,0,4,1,0,"post_lslx",FALSE,1.08196766995357,0.595477194369511,1.23486539134835,0,0.367651620009319,0.808,NA,NA,NA,NA
"174",400,20,1.6,0,4,1,0,"post_lslx.DS",TRUE,1.21200332423834,0.462269818201282,1.29708586816749,0,0.355819291158059,0.911,NA,NA,NA,NA
"175",400,20,1.6,0,4,1,0,"regsem",FALSE,1.22524125509235,0.426770000891217,1.29736912026119,0,0.353104965034367,0.924,0.002,0.0496,0,0.1
"176",400,20,1.6,0,4,1,0,"regsem.DS",TRUE,-0.63991573838801,0.91091992419894,1.11285106165694,0,0.923914963986326,0.11,1,0.34905,0.3,0.4
"177",400,20,1.6,0,4,1,0,"rlassoEffect.ds",TRUE,-0.626133588957649,0.909145195038562,1.10352241114398,0,0.919845722020466,0.108,NA,NA,NA,NA
"178",400,20,1.6,0,4,1,0,"stability",TRUE,-0.63401038249956,0.909022143756276,1.10790978951296,0,0.903023953990614,0.116,1,0.7316,0.55,0.95
"179",400,20,1.6,0,4,1,0,"target",FALSE,-0.0687689654284025,0.831765782440595,0.834189219019443,0,0.831515976257142,0.041,NA,NA,NA,NA
"180",400,20,1.6,0,4,1,0,"unwanted.only",FALSE,1.21080801409939,0.373670827316354,1.26710153669997,0,0.356835719777293,0.903,NA,NA,NA,NA
"181",400,20,1.6,1,2,0,0,"SignifReg",FALSE,0.0784028030712073,0.175092686544297,0.191764936737248,0,0.150313486834357,0.106,0.225,0.1136,0.05,0.15
"182",400,20,1.6,1,2,0,0,"SignifReg.DS",TRUE,0.00099692507496812,0.351098673388675,0.350924496204579,0,0.334949784766057,0.07,1,0.2816,0.25,0.3
"183",400,20,1.6,1,2,0,0,"glmnet",FALSE,0.102616444758656,0.23113058865974,0.252780660652847,0,0.168252584193534,0.169,0.443,0.31735,0.1,0.45
"184",400,20,1.6,1,2,0,0,"glmnet.DS",TRUE,0.00347008686995596,0.353780518716083,0.353620610641521,0,0.336356313521941,0.073,1,0.6424,0.5,0.75
"185",400,20,1.6,1,2,0,0,"lslx",FALSE,0.19151285391836,0.162733798091386,0.251262770756357,0,0.144760509385163,0.277,0.016,0.01335,0,0
"186",400,20,1.6,1,2,0,0,"lslx.DS",TRUE,0.180773635031124,0.188293945990746,0.260956438144444,0,0.160707803465906,0.27,0.078,0.04295,0,0
"187",400,20,1.6,1,2,0,0,"none",FALSE,0.197048502458287,0.155560898653485,0.251004195817009,0,0.143976019278853,0.287,NA,NA,NA,NA
"188",400,20,1.6,1,2,0,0,"post_lslx",FALSE,0.191342178127613,0.163140073224936,0.251395898810949,0,0.144821200827555,0.276,NA,NA,NA,NA
"189",400,20,1.6,1,2,0,0,"post_lslx.DS",TRUE,0.195139643074321,0.15966506502886,0.252085145053914,0,0.14399231151172,0.289,NA,NA,NA,NA
"190",400,20,1.6,1,2,0,0,"regsem",FALSE,0.17971489056375,0.169840178810309,0.247213030688756,0,0.144619226017937,0.271,0.032,0.0261,0,0
"191",400,20,1.6,1,2,0,0,"regsem.DS",TRUE,0.00246607849831947,0.351645853027668,0.351478637599449,0,0.339934976999949,0.069,1,0.2778,0.2,0.3
"192",400,20,1.6,1,2,0,0,"rlassoEffect.ds",TRUE,0.000172957056890784,0.351287783691627,0.351112138465972,0,0.338872855061079,0.069,NA,NA,NA,NA
"193",400,20,1.6,1,2,0,0,"stability",TRUE,0.00488631724119356,0.354503167766514,0.354359562530375,0,0.334859295494769,0.074,0.992,0.70905,0.5,0.95
"194",400,20,1.6,1,2,0,0,"target",FALSE,-0.00758204690891256,0.167806779281452,0.167894143712549,0,0.159462350530648,0.065,NA,NA,NA,NA
"195",400,20,1.6,1,2,0,0,"unwanted.only",FALSE,0.506281778436215,0.24257257056767,0.561341117072634,0,0.224691969092673,0.613,NA,NA,NA,NA
"196",400,20,1.6,1,2,1,0,"SignifReg",FALSE,0.0303554904459959,0.219219893916158,0.221202984444017,0,0.204202735809275,0.072,0.051,0.1015,0.05,0.15
"197",400,20,1.6,1,2,1,0,"SignifReg.DS",TRUE,-0.272653700239539,0.253381944653034,0.372126655482497,0,0.253011155069581,0.2,1,0.2624,0.25,0.3
"198",400,20,1.6,1,2,1,0,"glmnet",FALSE,-0.0853372833600529,0.33056539960981,0.341242819509874,0,0.21553931245623,0.217,0.326,0.32915,0.1,0.55
"199",400,20,1.6,1,2,1,0,"glmnet.DS",TRUE,-0.276276351312386,0.257559399208573,0.377622999261228,0,0.253743990148165,0.202,1,0.6154,0.45,0.75
"200",400,20,1.6,1,2,1,0,"lslx",FALSE,0.200174971839458,0.219373591564129,0.296895044172174,0,0.194813281910038,0.218,0.009,0.018,0,0
"201",400,20,1.6,1,2,1,0,"lslx.DS",TRUE,0.106787223079377,0.300759174249048,0.319012751825188,0,0.208852285524874,0.229,0.25,0.1273,0,0.05
"202",400,20,1.6,1,2,1,0,"none",FALSE,0.237866948487387,0.193555345670017,0.306605435940564,0,0.192919008250514,0.242,NA,NA,NA,NA
"203",400,20,1.6,1,2,1,0,"post_lslx",FALSE,0.199146400097512,0.221782080601498,0.297988913646887,0,0.196125567860886,0.21,NA,NA,NA,NA
"204",400,20,1.6,1,2,1,0,"post_lslx.DS",TRUE,0.19995052235766,0.215841088541708,0.294144521483008,0,0.195943016798652,0.21,NA,NA,NA,NA
"205",400,20,1.6,1,2,1,0,"regsem",FALSE,0.177439662729199,0.22420118861857,0.285833414272113,0,0.195387014724862,0.195,0.001,0.0252,0,0.05
"206",400,20,1.6,1,2,1,0,"regsem.DS",TRUE,-0.274537201577488,0.254759909759088,0.374444100045436,0,0.25503925861524,0.199,1,0.24665,0.2,0.25
"207",400,20,1.6,1,2,1,0,"rlassoEffect.ds",TRUE,-0.271686309308302,0.254188651789335,0.371968694238302,0,0.255181849382579,0.197,NA,NA,NA,NA
"208",400,20,1.6,1,2,1,0,"stability",TRUE,-0.276569374470681,0.257412504124752,0.377737415379519,0,0.252991116642149,0.202,0.999,0.72075,0.55,0.95
"209",400,20,1.6,1,2,1,0,"target",FALSE,-0.0117374665473883,0.234378053778082,0.234554699679328,0,0.234269560715922,0.05,NA,NA,NA,NA
"210",400,20,1.6,1,2,1,0,"unwanted.only",FALSE,0.102803647416554,0.204197371921388,0.228524528344442,0,0.203138592212015,0.083,NA,NA,NA,NA
"211",400,20,1.6,1,4,0,0,"SignifReg",FALSE,0.0584141059990272,0.156968207025592,0.167411429653049,0,0.147305992585471,0.074,0.255,0.11685,0.1,0.15
"212",400,20,1.6,1,4,0,0,"SignifReg.DS",TRUE,0.0196500385995297,0.421624837134168,0.421871852346288,0,0.391253314625898,0.069,1,0.37405,0.35,0.4
"213",400,20,1.6,1,4,0,0,"glmnet",FALSE,0.0786257139125852,0.214175491825415,0.22805103166972,0,0.165948268602223,0.141,0.538,0.3296,0.15,0.5
"214",400,20,1.6,1,4,0,0,"glmnet.DS",TRUE,0.0232932852588199,0.425545364015128,0.425969887569629,0,0.392414437598167,0.068,1,0.7368,0.65,0.85
"215",400,20,1.6,1,4,0,0,"lslx",FALSE,0.155028472099591,0.156467937892501,0.220207993801944,0,0.144759188849928,0.237,0.028,0.0164,0,0
"216",400,20,1.6,1,4,0,0,"lslx.DS",TRUE,0.154281555178329,0.18613212801505,0.241688481683706,0,0.165866604018241,0.226,0.08,0.05015,0,0
"217",400,20,1.6,1,4,0,0,"none",FALSE,0.163601731889987,0.149391396424038,0.221497174279046,0,0.144420874395345,0.244,NA,NA,NA,NA
"218",400,20,1.6,1,4,0,0,"post_lslx",FALSE,0.154801068991997,0.156843153419678,0.220314652170297,0,0.145174023421757,0.233,NA,NA,NA,NA
"219",400,20,1.6,1,4,0,0,"post_lslx.DS",TRUE,0.161343510587303,0.15028358971197,0.220441149942597,0,0.14486827942419,0.236,NA,NA,NA,NA
"220",400,20,1.6,1,4,0,0,"regsem",FALSE,0.144899058130722,0.158208945423728,0.214477918184708,0,0.144479631086201,0.213,0.05,0.02585,0,0
"221",400,20,1.6,1,4,0,0,"regsem.DS",TRUE,0.0231245642636177,0.426964018461171,0.427376555580477,0,0.397190107892161,0.065,1,0.40315,0.35,0.45
"222",400,20,1.6,1,4,0,0,"rlassoEffect.ds",TRUE,0.0203661637644235,0.425537883864546,0.425812386785297,0,0.396817457516948,0.068,NA,NA,NA,NA
"223",400,20,1.6,1,4,0,0,"stability",TRUE,0.0444944577807251,0.420122593406248,0.422263244043454,0,0.380692350172101,0.079,0.943,0.73735,0.6,0.95
"224",400,20,1.6,1,4,0,0,"target",FALSE,-0.00123082474670033,0.161442328295398,0.161366281080128,0,0.151986219578338,0.059,NA,NA,NA,NA
"225",400,20,1.6,1,4,0,0,"unwanted.only",FALSE,0.615414330159093,0.298417270354229,0.683884940719993,0,0.276064335315238,0.618,NA,NA,NA,NA
"226",400,20,1.6,1,4,1,0,"SignifReg",FALSE,0.00695673065253486,0.226862477792618,0.226855710414677,0,0.204512395898158,0.082,0.057,0.10685,0.05,0.15
"227",400,20,1.6,1,4,1,0,"SignifReg.DS",TRUE,-0.313271375448428,0.271210407437222,0.414271028063165,0,0.256043618008083,0.244,1,0.3016,0.25,0.35
"228",400,20,1.6,1,4,1,0,"glmnet",FALSE,-0.162152614986999,0.349835282543316,0.385429384887,0,0.220820297614387,0.253,0.39,0.3704,0.15,0.6
"229",400,20,1.6,1,4,1,0,"glmnet.DS",TRUE,-0.325331325137107,0.273521934949431,0.424946944647268,0,0.256817070083834,0.262,1,0.68435,0.55,0.8
"230",400,20,1.6,1,4,1,0,"lslx",FALSE,0.164810739584975,0.24887774122458,0.298397000369505,0,0.195901352759523,0.205,0.015,0.0438,0,0.05
"231",400,20,1.6,1,4,1,0,"lslx.DS",TRUE,0.0510206574881787,0.356173708495902,0.35963308858283,0,0.214379335309295,0.252,0.344,0.1972,0,0.45
"232",400,20,1.6,1,4,1,0,"none",FALSE,0.244871307195419,0.199707526805148,0.315919562949114,0,0.192252222206889,0.247,NA,NA,NA,NA
"233",400,20,1.6,1,4,1,0,"post_lslx",FALSE,0.162875922493293,0.252707423324744,0.300542421115006,0,0.197375733864204,0.209,NA,NA,NA,NA
"234",400,20,1.6,1,4,1,0,"post_lslx.DS",TRUE,0.179501402565552,0.241043101427579,0.300440390913207,0,0.196382866089767,0.214,NA,NA,NA,NA
"235",400,20,1.6,1,4,1,0,"regsem",FALSE,0.182144504545209,0.229271906821638,0.292727966184292,0,0.194394807828143,0.198,0.001,0.02675,0,0.05
"236",400,20,1.6,1,4,1,0,"regsem.DS",TRUE,-0.327036225062614,0.272907538756333,0.425859998929853,0,0.25863382734618,0.258,1,0.34155,0.3,0.35
"237",400,20,1.6,1,4,1,0,"rlassoEffect.ds",TRUE,-0.320333770785842,0.271324073549378,0.41971044881015,0,0.259216202053505,0.247,NA,NA,NA,NA
"238",400,20,1.6,1,4,1,0,"stability",TRUE,-0.325157275163182,0.274696598815141,0.425570225427897,0,0.256167738147748,0.261,1,0.73585,0.55,0.95
"239",400,20,1.6,1,4,1,0,"target",FALSE,-0.00489890153831664,0.24431146605555,0.244238415467444,0,0.234395741046581,0.059,NA,NA,NA,NA
"240",400,20,1.6,1,4,1,0,"unwanted.only",FALSE,0.0827104447813913,0.212615308458554,0.228037457005359,0,0.203743626204167,0.084,NA,NA,NA,NA
"241",400,20,2.4,0,2,0,0,"SignifReg",FALSE,0.0697428685923891,0.368314559144185,0.374678564348953,0,0.342177564960473,0.049,0.632,0.17795,0.15,0.2
"242",400,20,2.4,0,2,0,0,"SignifReg.DS",TRUE,0.0107514581879081,2.37036964399288,2.3692085578874,0,2.32645396727271,0.057,1,0.3119,0.3,0.35
"243",400,20,2.4,0,2,0,0,"glmnet",FALSE,0.211084130824181,0.631793171309715,0.66582276845124,0,0.406613082601885,0.097,0.871,0.4571,0.35,0.55
"244",400,20,2.4,0,2,0,0,"glmnet.DS",TRUE,0.0165349276653395,2.42986971752405,2.42871076522693,0,2.32536958638997,0.059,1,0.71035,0.6,0.8
"245",400,20,2.4,0,2,0,0,"lslx",FALSE,0.195030264066173,0.438039647817452,0.479294959527741,0,0.349866059320427,0.122,0.582,0.2091,0.15,0.3
"246",400,20,2.4,0,2,0,0,"lslx.DS",TRUE,0.0218646241712009,2.42455838539246,2.42344443769666,0,2.35294653879955,0.056,1,0.7034,0.35,1
"247",400,20,2.4,0,2,0,0,"none",FALSE,0.542018582584531,0.334015491166482,0.63658379327296,0,0.329621864693837,0.385,NA,NA,NA,NA
"248",400,20,2.4,0,2,0,0,"post_lslx",FALSE,0.181390963302263,0.449401760522938,0.484419923193172,0,0.355650500105084,0.118,NA,NA,NA,NA
"249",400,20,2.4,0,2,0,0,"post_lslx.DS",TRUE,0.315736491673328,0.460308622622898,0.557997917744421,0,0.354267964855645,0.225,NA,NA,NA,NA
"250",400,20,2.4,0,2,0,0,"regsem",FALSE,0.337957811294173,0.456692714855058,0.567956996418416,0,0.343785610181524,0.243,0.324,0.12955,0,0.25
"251",400,20,2.4,0,2,0,0,"regsem.DS",TRUE,0.0199111242553584,2.42379532855345,2.42266495079116,0,2.39045574817391,0.053,1,0.3827,0.3,0.45
"252",400,20,2.4,0,2,0,0,"rlassoEffect.ds",TRUE,0.00625400518392214,2.38634935828073,2.38516408431117,0,2.36475835615253,0.051,NA,NA,NA,NA
"253",400,20,2.4,0,2,0,0,"stability",TRUE,0.0194744361826914,2.43140650583003,2.43026852686295,0,2.31967655694503,0.064,0.995,0.7308,0.55,0.95
"254",400,20,2.4,0,2,0,0,"target",FALSE,-0.000908422273122431,0.346792636894293,0.346620387603094,0,0.34164036111228,0.044,NA,NA,NA,NA
"255",400,20,2.4,0,2,0,0,"unwanted.only",FALSE,3.30579327620293,0.855413688066484,3.41456732693065,0,0.801671426200803,0.965,NA,NA,NA,NA
"256",400,20,2.4,0,2,1,0,"SignifReg",FALSE,0.727892600183333,0.840704467144522,1.11171257727766,0,0.446192308512382,0.514,0.101,0.12265,0.1,0.15
"257",400,20,2.4,0,2,1,0,"SignifReg.DS",TRUE,-0.775894259781468,0.868507839740838,1.1642866761178,0,0.854879593561112,0.142,1,0.30015,0.25,0.35
"258",400,20,2.4,0,2,1,0,"glmnet",FALSE,0.398045781725864,1.1984003197014,1.26220743433237,0,0.495065617977186,0.594,0.22,0.3644,0.15,0.55
"259",400,20,2.4,0,2,1,0,"glmnet.DS",TRUE,-0.778120517042358,0.877637111399903,1.17258184850753,0,0.854847435252448,0.154,1,0.6544,0.5,0.8
"260",400,20,2.4,0,2,1,0,"lslx",FALSE,0.958607480888703,0.656172443488058,1.16149042860167,0,0.401229126719182,0.696,0.02,0.1632,0.05,0.25
"261",400,20,2.4,0,2,1,0,"lslx.DS",TRUE,-0.778794808420825,0.877488928813816,1.17291866171268,0,0.868211864848775,0.149,1,0.44055,0.25,0.5
"262",400,20,2.4,0,2,1,0,"none",FALSE,1.22400994624977,0.384956746753959,1.28306034686327,0,0.379106653379129,0.891,NA,NA,NA,NA
"263",400,20,2.4,0,2,1,0,"post_lslx",FALSE,0.944936812914963,0.688300412371534,1.16884099885957,0,0.405821679551816,0.684,NA,NA,NA,NA
"264",400,20,2.4,0,2,1,0,"post_lslx.DS",TRUE,1.1598595666532,0.503117753473508,1.26417900660599,0,0.385061081894694,0.848,NA,NA,NA,NA
"265",400,20,2.4,0,2,1,0,"regsem",FALSE,1.18031481950168,0.44549188062504,1.26151005775714,0,0.382449153655183,0.847,0.004,0.0433,0,0.05
"266",400,20,2.4,0,2,1,0,"regsem.DS",TRUE,-0.782389352533075,0.871142544159366,1.17058256516545,0,0.871059293356587,0.14,1,0.2766,0.2,0.3
"267",400,20,2.4,0,2,1,0,"rlassoEffect.ds",TRUE,-0.782773638659105,0.865207444557088,1.16643469923288,0,0.866810785077305,0.134,NA,NA,NA,NA
"268",400,20,2.4,0,2,1,0,"stability",TRUE,-0.788062792238341,0.877366367361304,1.1790016689321,0,0.85319154755096,0.155,1,0.7288,0.55,0.95
"269",400,20,2.4,0,2,1,0,"target",FALSE,0.00370602225236836,0.765423787978355,0.765049956688363,0,0.76914878097305,0.062,NA,NA,NA,NA
"270",400,20,2.4,0,2,1,0,"unwanted.only",FALSE,1.12756776433749,0.394642968472312,1.19456954283336,0,0.387017208903172,0.819,NA,NA,NA,NA
"271",400,20,2.4,0,4,0,0,"SignifReg",FALSE,0.0449182550747548,0.319092088330189,0.32208009984016,0,0.328330414823928,0.039,0.649,0.18175,0.15,0.2
"272",400,20,2.4,0,4,0,0,"SignifReg.DS",TRUE,0.0340974008199251,3.2945185480496,3.29304740988071,0,3.15273611856711,0.055,1,0.40795,0.4,0.45
"273",400,20,2.4,0,4,0,0,"glmnet",FALSE,0.152113418131729,0.848206384871137,0.861320561254952,0,0.410641274238403,0.088,0.919,0.45675,0.35,0.55
"274",400,20,2.4,0,4,0,0,"glmnet.DS",TRUE,0.0373326974498684,3.36311879655972,3.36164412185949,0,3.15768840976495,0.064,1,0.79,0.7,0.9
"275",400,20,2.4,0,4,0,0,"lslx",FALSE,0.256832043999298,0.378263002578919,0.457058546628062,0,0.32636936393976,0.155,0.237,0.0814,0,0.15
"276",400,20,2.4,0,4,0,0,"lslx.DS",TRUE,0.0318463018034855,3.36685985347402,3.36532668764872,0,3.17843771554878,0.064,1,0.85585,0.65,1
"277",400,20,2.4,0,4,0,0,"none",FALSE,0.401032254984427,0.330132809204921,0.519331833782326,0,0.32863185705838,0.233,NA,NA,NA,NA
"278",400,20,2.4,0,4,0,0,"post_lslx",FALSE,0.246523285243738,0.386700359904849,0.458433595354393,0,0.331572946547731,0.154,NA,NA,NA,NA
"279",400,20,2.4,0,4,0,0,"post_lslx.DS",TRUE,0.178037292859952,0.421508747190597,0.457372093577132,0,0.348340637595677,0.138,NA,NA,NA,NA
"280",400,20,2.4,0,4,0,0,"regsem",FALSE,0.229236635138438,0.392205746274035,0.454115576646029,0,0.33511794734019,0.139,0.38,0.14705,0,0.25
"281",400,20,2.4,0,4,0,0,"regsem.DS",TRUE,0.0184336482466837,3.35912750918811,3.35749812877819,0,3.22796509789123,0.054,1,0.5779,0.5,0.65
"282",400,20,2.4,0,4,0,0,"rlassoEffect.ds",TRUE,0.041535204583456,3.34288306016413,3.3414693564356,0,3.21278990510206,0.054,NA,NA,NA,NA
"283",400,20,2.4,0,4,0,0,"stability",TRUE,0.182446510896226,3.08294850739103,3.08680314517521,0,2.7090986947165,0.099,0.834,0.66295,0.45,0.95
"284",400,20,2.4,0,4,0,0,"target",FALSE,0.000863206350745645,0.332435389983353,0.332270251978829,0,0.326770291322504,0.04,NA,NA,NA,NA
"285",400,20,2.4,0,4,0,0,"unwanted.only",FALSE,4.46808370199075,1.15122838731798,4.61386751445708,0,1.0862209420139,0.98,NA,NA,NA,NA
"286",400,20,2.4,0,4,1,0,"SignifReg",FALSE,0.666335392138447,0.938399811247846,1.15052877685025,0,0.453848524024941,0.552,0.119,0.12635,0.1,0.15
"287",400,20,2.4,0,4,1,0,"SignifReg.DS",TRUE,-0.998529518313997,0.893916011490687,1.33990594770984,0,0.872972970951094,0.224,1,0.34485,0.3,0.4
"288",400,20,2.4,0,4,1,0,"glmnet",FALSE,0.0868125175383298,1.36919884392922,1.37126481102092,0,0.539004205983954,0.609,0.321,0.40475,0.15,0.65
"289",400,20,2.4,0,4,1,0,"glmnet.DS",TRUE,-1.03327228572392,0.898519630678825,1.36900759882245,0,0.876008205769724,0.225,1,0.73715,0.6375,0.85
"290",400,20,2.4,0,4,1,0,"lslx",FALSE,0.917209167470239,0.773522709076313,1.19958813805687,0,0.405882036779949,0.731,0.038,0.1636,0.05,0.25
"291",400,20,2.4,0,4,1,0,"lslx.DS",TRUE,-1.03289147894512,0.902888004259405,1.37158898681957,0,0.888306917605107,0.22,1,0.5522,0.4,0.6625
"292",400,20,2.4,0,4,1,0,"none",FALSE,1.24298453130941,0.371389381315463,1.29722884933839,0,0.379519221953561,0.911,NA,NA,NA,NA
"293",400,20,2.4,0,4,1,0,"post_lslx",FALSE,0.898833131439965,0.820403336466181,1.21667151319678,0,0.410956904651939,0.734,NA,NA,NA,NA
"294",400,20,2.4,0,4,1,0,"post_lslx.DS",TRUE,1.12554998574371,0.638180866988182,1.29372729529003,0,0.389624710922734,0.853,NA,NA,NA,NA
"295",400,20,2.4,0,4,1,0,"regsem",FALSE,1.1896947607172,0.440957339131365,1.26870901125389,0,0.383581347630045,0.869,0.004,0.04105,0,0.05
"296",400,20,2.4,0,4,1,0,"regsem.DS",TRUE,-1.03532026138678,0.901454420839527,1.37247786736846,0,0.89240197190052,0.221,1,0.3672,0.3,0.4
"297",400,20,2.4,0,4,1,0,"rlassoEffect.ds",TRUE,-1.02663367295497,0.899408797536991,1.36458929621585,0,0.890586969041018,0.222,NA,NA,NA,NA
"298",400,20,2.4,0,4,1,0,"stability",TRUE,-1.02455359937977,0.907611349079916,1.36844608246716,0,0.874635941053711,0.224,1,0.72745,0.55,0.95
"299",400,20,2.4,0,4,1,0,"target",FALSE,-0.0406150245599147,0.80077796268596,0.80140731241857,0,0.771042628512832,0.065,NA,NA,NA,NA
"300",400,20,2.4,0,4,1,0,"unwanted.only",FALSE,1.13101592067228,0.383089246318125,1.19407186805824,0,0.389472575511048,0.827,NA,NA,NA,NA
"301",400,20,2.4,1,2,0,0,"SignifReg",FALSE,0.0608280109928965,0.150023256375304,0.161816307575437,0,0.146040634394004,0.074,0.239,0.1145,0.05,0.15
"302",400,20,2.4,1,2,0,0,"SignifReg.DS",TRUE,-0.0245435509095269,0.490449040381109,0.490817793932523,0,0.451847232610885,0.065,1,0.2825,0.25,0.3
"303",400,20,2.4,1,2,0,0,"glmnet",FALSE,0.0741376356981718,0.221961625970879,0.233910421886558,0,0.162666498691681,0.133,0.509,0.3204,0.15,0.45
"304",400,20,2.4,1,2,0,0,"glmnet.DS",TRUE,-0.0239140934648257,0.493420518545912,0.493753205741734,0,0.452469747763101,0.068,1,0.64035,0.5,0.75
"305",400,20,2.4,1,2,0,0,"lslx",FALSE,0.150319953380815,0.150291273297853,0.212511100291422,0,0.143406151088982,0.205,0.022,0.01385,0,0
"306",400,20,2.4,1,2,0,0,"lslx.DS",TRUE,0.140709247654275,0.206521159443306,0.249814792764443,0,0.167683007131374,0.2,0.071,0.0331,0,0
"307",400,20,2.4,1,2,0,0,"none",FALSE,0.154694285665365,0.147818419917156,0.213912965944225,0,0.142887863068794,0.214,NA,NA,NA,NA
"308",400,20,2.4,1,2,0,0,"post_lslx",FALSE,0.150229303290569,0.150512207319178,0.212603184817888,0,0.144266794964922,0.195,NA,NA,NA,NA
"309",400,20,2.4,1,2,0,0,"post_lslx.DS",TRUE,0.153353650866813,0.148712263637544,0.213566299431878,0,0.143815867748818,0.202,NA,NA,NA,NA
"310",400,20,2.4,1,2,0,0,"regsem",FALSE,0.137940834430492,0.159995559774138,0.211188670083583,0,0.14329715824967,0.201,0.042,0.0256,0,0
"311",400,20,2.4,1,2,0,0,"regsem.DS",TRUE,-0.0226258730907957,0.492976107129393,0.493248767754539,0,0.458401195235682,0.063,1,0.2784,0.2,0.3
"312",400,20,2.4,1,2,0,0,"rlassoEffect.ds",TRUE,-0.0243785834929073,0.488849721258089,0.489213032591383,0,0.457043892677359,0.06,NA,NA,NA,NA
"313",400,20,2.4,1,2,0,0,"stability",TRUE,-0.0244040414023983,0.494822845039288,0.495177095150384,0,0.451130133128761,0.067,0.999,0.7228,0.55,0.95
"314",400,20,2.4,1,2,0,0,"target",FALSE,-0.00191829648455294,0.156304447332194,0.156238052461523,0,0.149522832364115,0.068,NA,NA,NA,NA
"315",400,20,2.4,1,2,0,0,"unwanted.only",FALSE,0.669916071126159,0.314917423309139,0.740176568714028,0,0.299075923326558,0.619,NA,NA,NA,NA
"316",400,20,2.4,1,2,1,0,"SignifReg",FALSE,-0.0976030296925477,0.278730357659654,0.295193619636269,0,0.253928920992629,0.082,0.027,0.0936,0.05,0.1
"317",400,20,2.4,1,2,1,0,"SignifReg.DS",TRUE,-0.443842240588858,0.319005071918908,0.546496483250364,0,0.302748430964034,0.318,1,0.2519,0.2,0.3
"318",400,20,2.4,1,2,1,0,"glmnet",FALSE,-0.247166427220355,0.406896896217866,0.475910455666248,0,0.266310980522652,0.274,0.291,0.325,0.1,0.5
"319",400,20,2.4,1,2,1,0,"glmnet.DS",TRUE,-0.442874613870755,0.322873258755544,0.547978847848506,0,0.303369634229834,0.313,1,0.60655,0.45,0.75
"320",400,20,2.4,1,2,1,0,"lslx",FALSE,0.110831538283664,0.318190258940408,0.336789883639641,0,0.244560876254391,0.161,0.004,0.02555,0,0.05
"321",400,20,2.4,1,2,1,0,"lslx.DS",TRUE,-0.015888052379292,0.419978648180534,0.420069176530519,0,0.262030383370159,0.222,0.34,0.16235,0,0.35
"322",400,20,2.4,1,2,1,0,"none",FALSE,0.211947892954822,0.248716081130594,0.326679871819394,0,0.239721410460063,0.165,NA,NA,NA,NA
"323",400,20,2.4,1,2,1,0,"post_lslx",FALSE,0.109313261210876,0.32123184799955,0.339169720561246,0,0.24630577390796,0.151,NA,NA,NA,NA
"324",400,20,2.4,1,2,1,0,"post_lslx.DS",TRUE,0.129750204912825,0.292326867314995,0.319694632472559,0,0.245531365757806,0.144,NA,NA,NA,NA
"325",400,20,2.4,1,2,1,0,"regsem",FALSE,0.0620628334861807,0.313373833762685,0.319306673634876,0,0.246124430584905,0.133,0.004,0.03545,0,0.05
"326",400,20,2.4,1,2,1,0,"regsem.DS",TRUE,-0.448224735543409,0.31757727283019,0.549235725756256,0,0.304767151117193,0.315,1,0.25505,0.2,0.3
"327",400,20,2.4,1,2,1,0,"rlassoEffect.ds",TRUE,-0.448437673163552,0.318110023005543,0.549717326870994,0,0.305161859004854,0.324,NA,NA,NA,NA
"328",400,20,2.4,1,2,1,0,"stability",TRUE,-0.444691448592563,0.322540340998257,0.549252877781312,0,0.302730699172096,0.318,0.999,0.7235,0.55,0.95
